[dungeon_1.floor_-1]
width = 1040
height = 696

[dungeon_1.floor_0]
width = 1040
height = 696

[dungeon_1.floor_1]
width = 1040
height = 696

[dungeon_2.floor_-1]
width = 1152
height = 768

[dungeon_2.floor_0]
width = 1152
height = 768

[dungeon_10.floor_0]
width = 512
height = 512

[dungeon_3.floor_0]
width = 1024
height = 1024

[dungeon_3.floor_1]
width = 1024
height = 1024

[dungeon_3.floor_2]
width = 1024
height = 1024

[dungeon_3.floor_3]
width = 1024
height = 1024

[dungeon_3.floor_4]
width = 1024
height = 1024

[dungeon_6.floor_0]
width = 1152
height = 768

[dungeon_6.floor_1]
width = 1152
height = 768

[dungeon_6.floor_2]
width = 1152
height = 768

[dungeon_6.floor_3]
width = 1152
height = 768

[dungeon_8.floor_0]
width = 1936
height = 1808

[dungeon_8.floor_-1]
width = 2256
height = 1808

[dungeon_8.floor_-2]
width = 1992
height = 1408

[dungeon_8.floor_-3]
width = 1616
height = 1296

[dungeon_8.floor_-4]
width = 1304
height = 1040

[dungeon_10.map_17.chest_0]
floor = 0
x = 920
y = 928
save = 201
big = 0

[dungeon_2.map_30.chest_0]
floor = 0
x = 344
y = 600
save = 76
big = 0

[dungeon_2.map_30.chest_1]
floor = 0
x = 440
y = 56
save = 86
big = 1

[dungeon_2.map_30.boss_0]
floor = 0
x = 176
y = 165
save = 92
big = 0

[dungeon_2.map_30.chest_2]
floor = 0
x = 656
y = 216
save = 84
big = 0

[dungeon_2.map_30.chest_3]
floor = 0
x = 56
y = 536
save = 87
big = 0

[dungeon_1.map_23.chest_0]
floor = 0
x = 392
y = 280
save = 54
big = 0

[dungeon_1.map_23.chest_1]
floor = 0
x = 528
y = 448
save = 55
big = 0

[dungeon_1.map_23.chest_2]
floor = 0
x = 288
y = 488
save = 5
big = 1

[dungeon_1.map_24.chest_0]
floor = -1
x = 808
y = 440
save = 56
big = 0

[dungeon_1.map_24.boss_0]
floor = -1
x = 648
y = 144
save = 63
big = 1

[dungeon_1.map_25.chest_0]
floor = 1
x = 224
y = 64
save = 57
big = 0

[dungeon_1.map_25.boss_0]
floor = 1
x = 912
y = 141
save = 62
big = 0

[dungeon_2.map_31.chest_0]
floor = -1
x = 200
y = 656
save = 72
big = 0

[dungeon_2.map_31.chest_1]
floor = -1
x = 488
y = 384
save = 85
big = 0

[dungeon_2.map_31.chest_2]
floor = -1
x = 608
y = 448
save = 88
big = 1

[dungeon_2.map_31.chest_3]
floor = -1
x = 232
y = 320
save = 81
big = 0

[dungeon_2.map_31.chest_4]
floor = -1
x = 104
y = 320
save = 77
big = 0

[dungeon_3.map_40.chest_0]
floor = 0
x = 936
y = 432
save = 118
big = 0

[dungeon_3.map_42.chest_0]
floor = 2
x = 824
y = 808
save = 123
big = 1

[dungeon_3.map_42.chest_1]
floor = 2
x = 424
y = 152
save = 124
big = 0

[dungeon_3.map_41.chest_0]
floor = 1
x = 944
y = 880
save = 119
big = 0

[dungeon_3.map_41.chest_1]
floor = 1
x = 712
y = 48
save = 129
big = 0

[dungeon_3.map_41.chest_2]
floor = 1
x = 112
y = 176
save = 126
big = 0

[dungeon_6.map_56.chest_0]
floor = 2
x = 704
y = 400
save = 305
big = 0

[dungeon_6.map_57.chest_0]
floor = 3
x = 968
y = 288
save = 308
big = 1

[dungeon_6.map_58.chest_0]
floor = 0
x = 440
y = 272
save = -1
big = 0

[dungeon_6.map_55.chest_0]
floor = 1
x = 128
y = 344
save = 301
big = 0

[dungeon_6.map_55.chest_1]
floor = 1
x = 968
y = 464
save = 302
big = 0

[dungeon_6.map_55.chest_2]
floor = 1
x = 608
y = 160
save = 303
big = 0

[dungeon_6.map_55.chest_3]
floor = 1
x = 768
y = 136
save = 300
big = 0

[dungeon_6.map_58.chest_0]
floor = 0
x = 440
y = 272
save = -1
big = 0

[dungeon_8.map_47.chest_0]
floor = 0
x = 1872
y = 1328
save = -1
big = 0

[dungeon_8.map_47.chest_1]
floor = 0
x = 800
y = 384
save = -1
big = 0

[dungeon_8.map_47.chest_2]
floor = 0
x = 160
y = 1664
save = -1
big = 0

[dungeon_8.map_49.chest_0]
floor = -2
x = 1344
y = 624
save = -1
big = 0

[dungeon_8.map_49.chest_1]
floor = -2
x = 1440
y = 1152
save = -1
big = 0

[dungeon_8.map_49.chest_2]
floor = -2
x = 1120
y = 896
save = -1
big = 0

[dungeon_8.map_50.chest_0]
floor = -3
x = 424
y = 408
save = -1
big = 0

[dungeon_8.map_50.chest_1]
floor = -3
x = 864
y = 408
save = -1
big = 0

[dungeon_8.map_50.chest_2]
floor = -3
x = 792
y = 888
save = -1
big = 1

[dungeon_8.map_48.chest_0]
floor = -1
x = 1184
y = 1368
save = -1
big = 0

[dungeon_8.map_48.chest_1]
floor = -1
x = 2168
y = 952
save = -1
big = 0

[dungeon_8.map_48.chest_2]
floor = -1
x = 368
y = 1472
save = -1

[dungeon_6.map_56.chest_0]
floor = 2
x = 704
y = 400
save = 305
big = 0

