656	272	9	-1	0	0	285	15	dark_world_dungeon.spc
0	1	368	48	240	176	540
0	1	48	48	240	176	540
0	1	16	16	24	24	45
0	1	16	232	24	24	47
0	1	296	16	24	24	46
0	1	296	232	24	24	48
0	1	16	40	24	192	51
0	1	40	16	256	24	49
0	1	296	40	24	192	50
0	1	40	232	256	24	52
0	1	40	40	8	8	14
0	1	288	40	8	8	15
0	1	288	224	8	8	17
0	1	40	224	8	8	16
0	1	40	48	8	176	237
0	1	288	48	8	176	238
0	1	48	40	240	8	179
0	1	48	224	240	8	236
0	1	80	24	8	16	73
0	1	56	24	8	16	72
0	1	336	16	24	24	45
0	1	336	232	24	24	47
0	1	616	16	24	24	46
0	1	616	232	24	24	48
0	1	336	40	24	192	51
0	1	360	16	256	24	49
0	1	616	40	24	192	50
0	1	360	232	256	24	52
0	1	360	40	8	8	14
0	1	608	40	8	8	15
0	1	608	224	8	8	17
0	1	360	224	8	8	16
0	1	360	48	8	176	237
0	1	608	48	8	176	238
0	1	368	40	240	8	179
0	1	368	224	240	8	236
0	1	64	24	16	16	189
0	1	296	120	16	8	79
0	1	296	144	16	8	81
0	1	344	144	16	8	80
0	1	344	120	16	8	78
0	1	344	128	16	16	82
0	1	296	128	16	16	83
0	1	312	128	32	16	540
0	1	320	120	16	8	70
0	1	320	144	16	8	70
0	1	48	80	16	16	619
0	1	64	96	16	16	619
0	1	80	80	80	16	619
0	1	96	48	16	32	619
0	1	144	48	16	32	619
0	1	160	64	32	16	619
0	1	176	80	16	80	619
0	1	192	144	16	32	619
0	1	160	176	80	16	619
0	1	176	192	48	16	619
0	1	240	192	32	16	619
0	1	256	208	16	16	619
0	1	192	80	32	16	619
0	1	208	64	48	16	619
0	1	240	48	16	16	619
0	1	272	64	16	32	619
0	1	240	112	48	16	619
0	1	240	96	16	16	619
0	1	224	128	16	16	619
0	1	208	112	16	16	619
0	1	240	144	32	16	619
0	1	256	160	32	16	619
0	1	128	112	16	16	619
0	1	128	128	32	16	619
0	1	128	160	32	16	619
0	1	128	176	16	16	619
0	1	160	112	16	16	619
0	1	96	112	16	32	619
0	1	96	160	16	64	619
0	1	112	208	16	16	619
0	1	144	208	16	16	619
0	1	80	160	16	16	619
0	1	64	176	16	32	619
0	1	48	192	16	16	619
0	1	48	128	48	16	619
0	1	48	96	16	16	614
0	1	64	80	16	16	614
0	1	112	64	16	16	614
0	1	128	48	16	16	614
0	1	160	80	16	16	614
0	1	160	48	16	16	614
0	1	192	64	16	16	614
0	1	224	48	16	16	614
0	1	272	48	16	16	614
0	1	240	128	16	16	614
0	1	224	112	16	16	614
0	1	208	128	16	16	614
0	1	272	208	16	16	614
0	1	240	208	16	16	614
0	1	224	192	16	16	614
0	1	176	160	16	16	614
0	1	160	128	16	16	614
0	1	144	112	16	16	614
0	1	112	144	16	16	614
0	1	128	208	16	16	614
0	1	80	176	16	16	614
0	1	64	160	16	16	614
0	1	48	176	16	16	614
0	1	48	208	16	16	614
0	1	272	144	16	16	2
0	1	368	144	32	16	619
0	1	368	48	16	16	619
0	1	384	80	16	16	619
0	1	400	64	16	16	619
0	1	432	64	16	16	619
0	1	368	112	16	16	619
0	1	368	176	16	16	619
0	1	368	208	16	16	619
0	1	400	192	16	16	619
0	1	432	208	16	16	619
0	1	464	192	16	16	619
0	1	496	208	16	16	619
0	1	528	192	16	16	619
0	1	560	208	16	16	619
0	1	592	192	16	16	619
0	1	576	160	16	16	619
0	1	592	128	16	16	619
0	1	576	96	16	16	619
0	1	576	64	16	16	619
0	1	544	48	16	16	619
0	1	512	64	16	16	619
0	1	480	48	16	16	619
0	1	400	80	8	8	241
0	1	400	184	8	8	240
0	1	568	184	8	8	239
0	1	568	80	8	8	242
0	1	408	184	160	8	179
0	1	408	80	160	8	236
0	1	400	88	8	96	238
0	1	568	88	8	96	237
0	1	424	88	128	24	52
0	1	424	160	128	24	49
0	1	408	104	24	64	50
0	1	544	104	24	64	51
0	1	544	88	24	24	54
0	1	544	160	24	24	56
0	1	408	160	24	24	55
0	1	408	88	24	24	53
0	1	368	160	16	16	2
1	1	56	77	destination_point	-1	1
1	1	88	125	destination_point_2	-1	1
1	1	120	61	destination_point_3	-1	1
1	1	136	77	destination_point_4	-1	1
1	1	120	109	destination_point_5	-1	1
1	1	168	109	destination_point_6	-1	1
1	1	200	109	destination_point_7	-1	1
1	1	200	61	destination_point_8	-1	1
1	1	232	93	destination_point_9	-1	1
1	1	264	77	destination_point_10	-1	1
1	1	280	109	destination_point_11	-1	1
1	1	264	141	destination_point_12	-1	1
1	1	280	189	destination_point_13	-1	1
1	1	232	221	destination_point_14	-1	1
1	1	200	221	destination_point_15	-1	1
1	1	232	157	destination_point_16	-1	1
1	1	232	173	destination_point_17	-1	1
1	1	136	205	destination_point_18	-1	1
1	1	120	189	destination_point_19	-1	1
1	1	168	157	destination_point_20	-1	1
1	1	136	157	destination_point_21	-1	1
1	1	104	157	destination_point_22	-1	1
1	1	56	173	destination_point_23	-1	1
1	1	88	221	destination_point_24	-1	1
0	2	56	16	32	8	429
0	2	64	16	16	8	433
0	2	336	120	8	32	162
0	2	312	120	8	32	163
0	2	432	112	112	48	170
0	2	640	0	16	272	170
0	2	320	16	16	240	170
0	2	0	0	16	272	170
0	2	16	256	624	16	170
0	2	16	0	624	16	170
