3056	1360	2	0	0	0	215	0	same
0	0	64	64	64	112	3
0	0	40	40	24	24	57
0	0	128	40	24	24	58
0	0	64	40	64	24	195
0	0	40	64	24	112	197
0	0	40	176	24	24	59
0	0	64	176	64	24	200
0	0	128	176	24	24	60
0	0	128	64	24	112	199
0	0	120	152	24	16	248
0	0	120	168	24	8	249
0	0	72	64	48	8	30
0	0	72	168	48	8	33
0	0	64	72	8	96	32
0	0	120	72	8	80	31
0	0	120	144	24	8	247
0	0	64	168	8	8	28
0	0	64	64	8	8	26
0	0	120	64	8	8	27
0	0	80	112	32	8	212
0	0	112	120	8	8	214
0	0	80	120	32	8	215
0	0	72	120	8	8	213
0	0	72	112	8	8	211
0	0	72	104	8	8	207
0	0	80	104	32	8	208
0	0	112	104	8	8	209
0	0	112	112	8	8	210
19	0	128	152	stairs_3	0	4
8	0	96	101	G49	3	1	npc/newlink5	map
8	0	96	125	GC49	3	0	_none	map
8	0	72	133	interactive_entity_8	3	0	entities/sign	dialog#crazy_house.guichet_49_ici
0	1	3008	1296	16	24	52
0	1	2992	1312	24	16	50
0	1	2776	1320	224	24	52
0	1	2784	1168	224	144	2
0	1	2768	1160	16	24	49
0	1	2776	1152	24	16	51
0	1	2800	1136	224	24	49
0	1	2752	1184	24	144	51
0	1	2472	936	240	384	228
0	1	352	936	176	8	18
0	1	712	912	112	24	49
0	1	344	1160	240	160	228
0	1	456	1152	16	48	2
0	1	48	1168	224	144	3
0	1	152	48	128	144	2
0	1	344	40	240	384	228
0	1	16	16	24	24	45
0	1	40	16	240	24	49
0	1	280	16	24	24	46
0	1	16	40	24	160	51
0	1	16	200	24	24	47
0	1	40	200	240	24	52
0	1	280	200	24	24	48
0	1	280	40	24	160	50
0	1	320	16	24	24	45
0	1	344	16	240	24	49
0	1	584	16	24	24	46
0	1	320	40	24	384	51
0	1	584	40	24	384	50
0	1	320	424	24	24	47
0	1	344	424	240	24	52
0	1	584	424	24	24	48
0	1	624	240	24	24	45
0	1	648	240	240	24	49
0	1	888	240	24	24	46
0	1	624	264	24	160	51
0	1	624	424	24	24	47
0	1	648	424	240	24	52
0	1	888	424	24	24	48
0	1	888	264	24	160	50
0	1	624	464	24	24	45
0	1	648	464	544	24	49
0	1	624	488	24	384	51
0	1	1192	464	24	24	46
0	1	1192	488	24	384	50
0	1	624	872	24	24	47
0	1	648	872	544	24	52
0	1	1192	872	24	24	48
0	1	824	912	24	24	46
0	1	824	1096	24	24	48
0	1	824	936	24	160	50
0	1	320	912	24	24	45
0	1	344	912	192	24	49
0	1	320	936	24	160	51
0	1	320	1096	24	24	47
0	1	344	1096	480	24	52
0	1	320	1136	24	24	45
0	1	344	1136	240	24	49
0	1	584	1136	24	24	46
0	1	320	1160	24	160	51
0	1	320	1320	24	24	47
0	1	344	1320	240	24	52
0	1	584	1320	24	24	48
0	1	584	1160	24	160	50
0	1	16	1136	24	24	45
0	1	40	1136	240	24	49
0	1	280	1136	24	24	46
0	1	16	1160	24	160	51
0	1	16	1320	24	24	47
0	1	40	1320	240	24	52
0	1	280	1320	24	24	48
0	1	280	1160	24	160	50
0	1	208	24	16	16	176
0	1	200	24	8	16	72
0	1	224	24	8	16	73
0	1	344	40	16	16	216
0	1	344	56	16	32	221
0	1	344	104	16	16	216
0	1	344	120	16	288	221
0	1	360	104	80	16	220
0	1	392	152	48	16	2
0	1	376	152	16	32	2
0	1	408	200	96	16	2
0	1	488	184	32	16	2
0	1	504	136	16	48	2
0	1	520	136	32	16	2
0	1	536	40	16	96	2
0	1	552	40	32	48	2
0	1	552	136	16	112	2
0	1	360	40	176	16	220
0	1	408	168	48	16	220
0	1	552	88	16	16	220
0	1	568	88	16	16	217
0	1	568	104	16	256	222
0	1	392	216	112	16	220
0	1	376	184	16	16	220
0	1	504	200	16	16	220
0	1	520	152	32	16	220
0	1	328	88	16	16	82
0	1	280	88	16	16	83
0	1	344	88	8	16	20
0	1	536	40	48	8	18
0	1	576	40	8	48	19
0	1	576	40	8	8	15
0	1	520	232	32	16	2
0	1	520	248	16	64	2
0	1	392	296	128	16	2
0	1	392	312	16	64	2
0	1	408	360	48	16	2
0	1	440	344	80	16	2
0	1	504	360	80	64	2
0	1	536	248	32	16	220
0	1	408	312	128	16	220
0	1	392	376	64	16	220
0	1	456	360	48	16	220
0	1	504	416	80	8	21
0	1	576	360	8	64	19
0	1	576	416	8	8	17
0	1	424	280	64	16	2
0	1	584	384	16	16	83
0	1	632	384	16	16	82
0	1	280	80	16	8	79
0	1	280	104	16	8	81
0	1	272	48	8	144	19
0	1	152	192	128	8	21
0	1	152	40	128	8	18
0	1	272	192	8	8	17
0	1	272	40	8	8	15
0	1	344	408	16	16	219
0	1	360	408	144	16	223
0	1	584	376	16	8	79
0	1	584	400	16	8	81
0	1	632	376	16	8	78
0	1	632	400	16	8	80
0	1	328	80	16	8	78
0	1	328	104	16	8	80
0	1	296	88	32	16	2
0	1	600	384	32	16	2
0	1	760	424	16	16	77
0	1	760	472	16	16	76
0	1	752	472	8	16	72
0	1	776	472	8	16	73
0	1	752	424	8	16	74
0	1	776	424	8	16	75
0	1	760	440	16	32	2
0	1	760	872	16	16	77
0	1	760	920	16	16	76
0	1	752	920	8	16	72
0	1	776	920	8	16	73
0	1	752	872	8	16	74
0	1	776	872	8	16	75
0	1	760	888	16	32	2
0	1	456	1096	16	16	77
0	1	456	1144	16	16	76
0	1	448	1144	8	16	72
0	1	472	1144	8	16	73
0	1	448	1096	8	16	74
0	1	472	1096	8	16	75
0	1	456	1112	16	32	2
0	1	64	1144	16	16	176
0	1	56	1144	8	16	72
0	1	80	1144	8	16	73
0	1	440	88	16	80	2
0	1	344	88	96	16	2
0	1	48	1160	224	8	18
0	1	48	1312	224	8	21
0	1	40	1168	8	144	20
0	1	272	1168	8	144	19
0	1	272	1312	8	8	17
0	1	40	1312	8	8	16
0	1	40	1160	8	8	14
0	1	272	1160	8	8	15
0	1	56	1168	32	88	170
0	1	88	1224	184	32	170
0	1	120	1208	16	16	270
0	1	120	1256	16	16	270
0	1	184	1256	16	16	270
0	1	184	1208	16	16	270
0	1	280	1232	16	16	83
0	1	328	1232	16	16	82
0	1	328	1224	16	8	78
0	1	328	1248	16	8	80
0	1	280	1224	16	8	79
0	1	280	1248	16	8	81
0	1	296	1232	32	16	2
0	1	296	1224	32	8	70
0	1	296	1248	32	8	70
0	1	448	1112	8	32	71
0	1	472	1112	8	32	71
0	1	16	1176	24	32	132
0	1	16	1272	24	32	132
0	1	184	1136	16	16	38
0	1	120	1328	16	16	41
0	1	184	1328	16	16	41
0	1	376	1200	176	80	2
0	1	344	1160	16	16	216
0	1	344	1176	16	64	221
0	1	344	1232	32	16	2
0	1	344	1264	16	48	221
0	1	360	1160	96	16	220
0	1	376	1280	176	16	220
0	1	344	1248	16	16	216
0	1	472	1160	96	16	220
0	1	568	1176	16	128	222
0	1	344	1304	16	16	219
0	1	360	1304	208	16	223
0	1	568	1304	16	16	218
0	1	568	1160	16	16	217
0	1	360	1248	16	16	220
0	1	352	944	176	144	2
0	1	656	496	528	368	2
0	1	656	272	224	144	2
0	1	536	912	24	24	46
0	1	688	912	24	24	45
0	1	536	936	24	96	50
0	1	552	1024	144	24	49
0	1	688	936	24	96	51
0	1	536	1024	24	24	55
0	1	688	1024	24	24	56
0	1	528	1056	288	32	2
